-0.006	-0.008	0.08	0.25	0.017	0.059	0.044	-0.025	0.01	-0.003	-0.006	-0.007	0.002	0.004	-0.007
-0.012	0.002	-0.163	0.11	0.064	-0.078	0.04	-0.006	-0.003	-0.015	-0.002	0.005	-0.007	-0.002	-0.002
0.025	-0.012	-0.076	-0.02	-0.037	-0.062	0.06	0.03	-0.014	0.004	0.004	-0.001	-0.01	-0.003	0
0.015	0.001	-0.006	0.002	-0.001	-0.007	-0.015	-0.002	0.005	0.004	-0.002	0.004	0.002	-0.005	0.001
-0.053	0	-0.012	-0.009	-0.009	-0.009	0.003	0.008	-0.002	0.001	0.002	-0.004	-0.005	-0.002	0.002
0.018	-0.003	-0.005	0	0.004	-0.006	-0.008	0.002	0.003	-0.002	0	0	0.001	-0.002	0
0.055	0.003	-0.006	-0.006	-0.001	-0.003	-0.002	0.002	0.001	0.004	-0.001	0	0.003	0.001	0
-0.084	-0.002	-0.001	0	0	-0.002	-0.002	0.001	0.001	0.001	-0.001	-0.002	-0.002	-0.002	-0.001
0.06	0.004	-0.008	-0.004	0.003	-0.005	-0.001	0.003	-0.001	0	0	0.001	0.002	0.001	-0.001
-0.03	-0.002	0.001	-0.001	0	0	-0.001	0	0	0.001	-0.001	-0.001	-0.002	0	-0.001
0.014	0.003	-0.005	-0.004	0.002	-0.003	-0.002	0.002	0	-0.001	-0.001	0.002	0	-0.001	0
-0.005	-0.001	-0.002	-0.001	0.001	-0.002	-0.001	0.001	0	0	-0.001	0	-0.001	-0.001	-0.001
0.004	0.002	-0.003	-0.002	0.001	-0.002	-0.001	0.002	0	-0.001	0	0.001	0	0	0
-0.01	-0.002	-0.002	-0.002	0.002	-0.001	-0.002	0	0.001	0	0	0	-0.001	0	-0.001
0.01	0.002	-0.003	-0.002	0.002	-0.001	-0.002	0.001	-0.001	0	0	0.001	0	0	0.001
-0.001	-0.001	0	-0.001	0.002	0	-0.002	0.001	0.001	0	-0.001	0	-0.001	0	0
-0.002	0.002	-0.003	-0.002	0.001	-0.001	-0.001	0.001	0	0.001	0	0	0	0	0
-0.005	0.001	-0.001	-0.001	0.002	-0.001	-0.002	0.001	0	0	0	0	0	0	0
0.009	0	-0.002	-0.002	0.002	0	-0.001	0.001	0	0	-0.001	0	0	0	0
0.006	0.001	-0.001	-0.002	0.001	-0.001	-0.002	0.001	0.001	-0.001	0	0	-0.001	0	-0.001
0.003	0	-0.002	-0.001	0.002	-0.001	-0.002	0.001	0	0	0	0	0	0	0
