-0.002	0	0.158	-0.077	-0.149	0.067	-0.057	0.013	0.003	0.009	0	0.004	0.005	0.001	0.003
-0.011	-0.001	-0.029	0.008	-0.017	0.022	0.036	-0.028	-0.004	0.016	-0.017	-0.003	0.008	0.002	-0.004
0.034	0.003	-0.043	0.031	0.066	-0.022	0.031	0.003	-0.012	-0.004	0.021	-0.001	0.01	0.004	-0.004
0.005	0.006	-0.007	-0.002	-0.001	-0.008	-0.011	-0.002	0.006	-0.006	-0.003	-0.003	0.001	-0.002	-0.003
-0.053	-0.006	-0.011	0.005	0.025	-0.012	0.01	0.004	-0.001	-0.003	-0.002	0.005	-0.003	-0.001	0
0.032	0.006	-0.004	0.002	0.002	-0.004	-0.007	0	0.001	-0.006	-0.001	-0.004	-0.003	-0.003	-0.002
0.032	-0.002	-0.005	0.003	0.01	-0.005	0.003	0.002	-0.001	-0.005	0.004	0.001	-0.002	0.001	-0.002
-0.063	0	0.001	0.001	0.001	-0.003	-0.002	0	0.002	-0.002	-0.001	-0.001	-0.001	-0.002	-0.002
0.05	0.001	-0.002	0.003	0.007	-0.002	0.002	0.002	-0.001	-0.002	0.003	0.001	-0.003	0	0
-0.032	0.001	0	0	-0.001	-0.001	-0.002	0	-0.001	-0.003	0	-0.002	-0.002	0	0
0.019	-0.002	-0.002	0.002	0.005	-0.002	0.002	0	0.001	-0.001	0.002	0	-0.002	0.001	0.001
-0.007	0	0	0	0.001	0	-0.002	0	-0.001	-0.001	0	0	-0.001	0.001	0.001
0.003	0	-0.001	0	0.004	0	0.001	0	0	0	0.001	0	-0.001	0.001	0.001
-0.01	-0.003	0	0	0.001	0	0	0	0	0	0	-0.001	-0.001	0	0
0.01	0.002	-0.001	0.001	0.002	-0.001	0.001	0	0	0	0	0	-0.001	0	0.001
0	0	-0.001	0	0	-0.001	-0.001	0	0	-0.001	0	0	0	0	0
-0.002	-0.001	0	0.001	0.002	-0.001	0	0	0.001	0	0	0	0	0	0.001
-0.004	0	0	0	0.001	0	-0.001	0	0	0	-0.001	0	-0.001	0	0.001
0.006	0	-0.001	0	0.003	0	0.001	0	0.001	0	0	0	0	0	0
-0.003	-0.001	-0.001	0	0.001	0	-0.001	0	0	-0.001	0	0	0	0	0
0.004	0.001	-0.001	0	0.002	0	0	0	0	0	0	0	-0.001	0	0
