-0.002	0	-0.018	-0.1	0.061	0.156	-0.066	-0.048	0.023	-0.014	-0.01	0.001	-0.003	-0.006	-0.003
-0.006	0	0.08	-0.018	-0.05	-0.012	0.011	0.013	0.016	-0.001	-0.011	-0.015	-0.012	-0.002	0
-0.003	0.017	0.011	0.042	0	-0.028	-0.014	0.008	-0.003	0.013	0.002	-0.004	-0.004	0	0.002
0.033	0.001	0.008	0.012	0.018	0.003	0.019	-0.008	-0.001	0.001	0	0.005	-0.002	0.001	-0.001
-0.044	0.003	0.002	0.01	0.004	-0.001	0.005	0.005	-0.001	0.004	-0.001	-0.003	0.001	0	0.001
-0.001	0.002	0.007	0.004	0.006	0.001	0.006	0.003	0.001	-0.001	-0.002	0.005	0.003	0.001	0
0.064	0.004	0.002	0.004	0.001	0.001	0.005	0	-0.006	0.002	0.002	-0.002	0.001	-0.001	-0.001
-0.085	-0.002	0.002	0.003	0.004	0.002	0.003	0.001	0.002	0	0	0	-0.001	0	0
0.058	0	0.001	0.004	-0.001	-0.002	0.001	0.002	0	0.002	0.001	-0.001	0.002	-0.001	-0.001
-0.022	0.001	0	0	0.002	0.001	0.001	-0.001	-0.002	0.001	0.001	0.001	-0.001	0	0
0.005	-0.001	0.002	0.002	-0.001	-0.001	0.001	0.001	0	0.001	-0.001	-0.001	0.001	0	0
-0.001	0	0.001	0	0.002	0.001	0.002	-0.001	-0.001	0.001	0	0	0	0	0
0.004	0.002	0.001	0	0	-0.001	0.001	0.001	0	0	0	0	0.001	0	0
-0.008	0	0	0	0.001	0	0.001	0	-0.001	0	0	0	0	0.001	0
0.007	0	0.002	0	0	-0.001	0.001	0	-0.001	0.001	0	0	0	0	0
-0.002	0	0.001	0	0.001	0.001	0.002	0	0	0	0	0	0	0	-0.001
0.001	-0.001	0	0	0	0	0.001	0	0	0.001	0	0	0	0	0
-0.005	-0.001	0.001	0.001	0	0.001	0.001	0	0	0.001	0.001	0	0	0	0
0.007	0.001	0	0	0	0	0.001	0	-0.001	0.001	0	0	0.001	0	0
-0.003	0	0.001	0.001	0.001	0	0.001	-0.001	-0.001	0	0	0	0	0	0
-0.001	0	0	0	0	0	0.001	0	0	0.001	0	0	0	0	0
