0	0	0.225	0.091	-0.05	0.033	-0.026	-0.013	-0.007	-0.001	0.002	-0.01	-0.001	-0.008	0.005
0	0	0.006	0.029	-0.061	-0.006	0.074	-0.002	-0.006	-0.006	0.011	-0.006	-0.005	-0.008	0.005
0	-0.005	-0.025	-0.023	-0.021	-0.009	0.025	-0.021	-0.015	0.009	0.001	0.006	-0.011	0.005	0.001
0	0.002	0.002	0.011	-0.02	0.004	-0.003	0.001	0.002	0.006	0.006	0.005	-0.011	0.004	0.006
0	-0.001	-0.001	0.001	-0.003	0	0.013	0.003	0	0.003	0.004	-0.001	-0.005	-0.001	0.002
0	0	-0.001	0.006	-0.007	0.002	0.004	-0.003	-0.002	0.003	-0.002	0	-0.004	0.001	-0.003
0	0	-0.003	-0.001	-0.005	-0.002	0.003	-0.002	0	0.002	-0.002	0.003	0.001	0.003	-0.002
0	0.003	0.001	0.003	-0.002	0	0.002	0	-0.001	0	-0.001	-0.001	0	0	-0.001
0	0.006	-0.002	-0.002	-0.001	-0.002	0.004	0.002	0	0	-0.001	0	0	0	0
0	-0.001	-0.001	0.002	-0.002	-0.001	0.001	0.002	-0.001	0	0	0	0.001	0	0
0	0.001	-0.003	0	-0.002	-0.002	0.003	0.001	0	0	0	0	0	0.001	-0.001
0	-0.004	-0.001	0.003	-0.002	0	0.001	0.001	-0.001	0	0	0	0	0	0
0	-0.002	-0.002	0	0	-0.002	0.002	0	0	0.001	0.001	-0.001	0.001	0	-0.001
0	0.002	0	0	0	-0.001	0.001	0.001	0	0	0	0	0.001	0	0
0	0.004	-0.001	0	-0.001	-0.002	0.002	0.001	0	0	0	0	0.001	0.001	-0.001
0	0	-0.001	0.001	0	0	0.001	0.001	0	0	0	0	0	0	0
0	-0.002	-0.001	0.001	0	-0.001	0.002	0.001	0.001	0	0	0	0	0.001	-0.001
0	-0.002	-0.001	0.001	0	-0.002	0.001	0.001	0	0	0	-0.001	0	0.001	-0.001
0	-0.001	-0.002	0	0	-0.001	0.001	0.001	0	0	0	-0.001	0	0.001	0
0	0.001	-0.001	0.001	0	-0.001	0.001	0.001	0	0	0	0	0	0	0
0	0.002	-0.001	0.001	0	-0.001	0.001	0.001	0	0	0	0	0	0	0
