0	0	-0.087	-0.001	-0.088	-0.127	-0.031	-0.006	-0.027	0	0.005	0.002	-0.005	0.004	-0.007
0	0	-0.117	0.063	0.058	-0.014	0.034	-0.019	0.002	0.004	0.018	0.003	-0.001	0.015	0.007
0	0.015	-0.035	0.027	0.052	0.012	0.028	0.012	0.003	-0.027	0.008	0.003	-0.01	0	-0.009
0	0.001	-0.019	0.003	0.006	-0.006	0.004	0.009	-0.008	0.005	0.003	-0.001	-0.006	0	0.003
0	0.001	-0.008	0.01	0.013	0.01	0.012	0.003	-0.004	0.005	-0.007	-0.005	-0.001	-0.002	-0.007
0	0.004	-0.007	0.002	0.003	-0.005	0.004	0.003	0.001	-0.001	0.001	-0.004	-0.001	0	0.003
0	0.002	-0.004	0.004	0.005	0.001	0.004	0	-0.001	-0.001	0.002	-0.001	-0.001	0	-0.001
0	0.004	-0.003	0.003	0	-0.001	0	0.002	-0.001	0	-0.001	0.001	0.003	0	0
0	0	-0.002	0.003	0.002	0.001	0.001	-0.001	-0.001	-0.001	0.002	-0.004	0	0.001	0
0	-0.001	-0.001	0.002	0	-0.002	0.001	0.002	0	-0.001	0	0.001	0.002	0	-0.001
0	0.003	-0.002	0.001	0	0.001	0.001	0	-0.001	0.001	0.002	-0.002	0	0.001	0
0	0.006	-0.002	0.001	0	0	0	0.001	0	0	0	0.001	0.001	-0.001	-0.001
0	0.002	-0.001	0.001	0	0	0.001	-0.001	0.001	0.001	0.001	-0.002	-0.001	0	0
0	-0.003	-0.002	0.003	0.001	0	0	0.001	0	0	0.001	0.002	0.001	-0.001	-0.001
0	-0.001	-0.002	0.001	0	0	0.001	0	0	0.002	0.001	-0.001	0	0	0
0	-0.003	-0.002	0.002	0	0	0	0.001	0	0	0	0.001	0.001	-0.001	-0.001
0	0.004	-0.001	0	0	0.001	0	-0.001	0.001	0.001	0.001	-0.001	0	0	0
0	0	0	0.001	-0.001	0	0	0.001	-0.001	0	0	0.001	0	0	-0.001
0	-0.001	0	0.001	0.001	-0.001	0	0	0.001	0	0.001	-0.001	0.001	0	0
0	-0.002	0	0.001	-0.001	0	0	0	0	0	0.001	0	0	0	0
0	-0.001	-0.001	0.001	0	0.001	-0.001	-0.001	0.001	0	0.001	0	0.001	0	0
